SentenceId,Phrase,Sentiment
497,perfectly pched comedy tragedy  hope despair  schmidt instead comes far closer s expressing  live  someplace consuming selfabsorption insistently demanding otherness ,4
498,nearly glows enthusiasm  sensualy conniving w ,3
499,despe modest aspirations occasional charms dismissed ,3
500,exaggerated broad comes annoying charming ,1
501,strange  funny  twisted  brilliant macabre ,4
502, throwntogether feel summercamp talent  hastily wrten  underrehearsed  arbrarily plotted filled crude humor vulgar innuendo ,1
503,cast comes  nt ,2
504,rocksolid gangster  fair suspense  intriguing characters bizarre bank robberies  plus heavy dose fatherandson dynamics ,3
505,s degrading strangely liberating  working hard leading lives sexy intrigue  revealed dispassionate gantz brothers ordinary  pasty lumpen ,3
506,innocuous jeanclaude van damme look  ,2
507,essence magic makebelieve promise life soars material realm  oppose truly magical  ,0
508,telling prowess special effects listless ,1
509,stopped ing   started reacting  feeling grand locations  ing urgently protagonists struggled  feeling mercy inventiveness  gasping visual delights ,4
510,newcomer helmer kevin ovan hamstrung badly handled screenplay amusing concept  hightech tux transforms wearer superman ,2
511,hour photo disappointing generalies  s ltle nuances escape director mark romanek s selfconscious scrutiny happen  finally skin ,1
512,confrontational stance  todd solondz takes aim polical correctness suburban families ,2
513,processed comedy chop suey ,1
514,eventually arrives heart  simple selfreflection medation ,3
515,proves lovely trifle  unfortunately  ltle love cuteness ,1
516,purely enjoyable notice s fairly straightforward remake hollywood comedies father bride ,3
517,intelligent  multilayered profoundly humanist lrb mention gently polical rrb medation values knowledge  education  affects cultural geographical displacement ,4
518,m sure worse  poor acting ensemble cast  flat dialogue vincent r nebrida gutless direction laurice guillen ,0
519,sexy  peculiar entertaining costume drama set renaissance spain  fact s based true events makes compelling ,4
520,santa clause 2 proves streamlined thought encounter original hoped ,3
521,goldmember visual w previous pictures  looks jay roach directed  taxicab ,0
522,s sweet  laughaminute crowd pleaser lifts spirs corners mouth ,3
523,highly recommended engrossing  horrifying historical event elements contributed ,3
524,goes point nausea ,1
525,lrb raimi s rrb matured b spiderman  s plain whe toast comic book s ll ,2
526,s convincing arnie musclefest  ltle resonance real world events ultimately comes insultingly simplistic ,1
527,unbelievably stupid   occasionally fun forget absurdy ,1
528,icy stunts  actors spout hilarious dialogue following dream  letting mountain tell  ,3
529,modestly surprising  ,3
530, powerful sequel best s year ,4
531,combines improbable melodrama lrb gored bullfighters  comatose ballerinas rrb subtly kinky bedside vigils sensational denouements  end  undeniably touched ,3
532,mr chabrol s subtlest works  uncanny ,3
533,strictly lightweight escapist  ,2
534,s actually  crime  equivalent chick flick ,2
535,tle jeopardy question  answer  steven seagal come days  ,1
536,unambious wring emerges   plot come animated screenwring textbook ,1
537,complaining  clocks 90 minutes days  plotting leaves lot desired ,1
538,freedom ing stunts crude  fastpaced insane ,3
539,  sucks  ,0
540,dignified ceo s meet rustic retreat pee tree ,1
541,sugarcoated rocky valuable messages forgotten 10 minutes trombone honks ,1
542, amateurishly square ironic implications ,1
543,sets romantic comedy apart hollywood romantic comedies lowkey  tackling  etodeath material ,3
544, s constant mood melancholy unhurried narrative masterfully controlled ,4
545,barry sonnenfeld owes frank pug big ,2
546,gets impression creators nt ask nt tell laughed hell lot jokes ,2
547,schrader aims present unflinching look man s downfall  brought lack selfawareness ,1
548,long tedious  classroom play college hi course ,0
549,blue crush follows formula  throws conflicts  compelling ,1
550,small gem  defies classification thoughtprovoking funny  scary sad ,3
551,middle   compels  demme experiments harvests  moment gems  field roughage dominates ,2
552, betterfocused incomprehensible anne rice novel s based  queen damned pointless  meandering celebration gothvampire  tortured woeisme lifestyle ,0
553,color sense stuart ltle 2 immediate obvious pleasure  count ltle  nt beautifully shaped delicately calibrated tone ,3
554,parts,2
555,visual fertily treasure planet rivals japanese animations recent vintage ,3
556,toothless dog  cable  loses be big screen ,1
557,chan s action sequences boring ,1
558,comes tolerate leon barlow ,1
559,wild thornberrys  sibling rivalry general family chaos relate ,3
560,peralta captures  luminous interviews amazingly evocative  decades ago  essence dogtown experience ,4
561, dragged  thought heard mysterious voice  felt powerfully drawn light  light ex sign ,0
562,certainly appeal asian cult cinema fans asiaphiles interested fuss ,3
563,green ruins single scene s    s completely wreaked  seriously compromised ,1
564,evokes frustration  awkwardness euphoria growing  relying usual tropes ,1
565,standing shadows motown best kind documentary  makes depleted yesterday feel  brandnew tomorrow ,4
566,ambious project fairly inexperienced maker   actors   poetry  music help sustain ,3
567,thriller style  structure rhythms integrated   separate ,3
568,s pleasure  ,3
569,question ask bad company anthony hopkins ,1
570,nair wrer laura cahill dare build  flawed unexceptional women  emerging fine character study s short plot rich tiny revelations real life ,2
571,goofy  nutty  consistently funny ,4
572,audiard successfully maintains suspense different levels  gripping compelling ,4
573,welles groupiescholar peter bogdanovich took long   s finally provided broadside publishing giant william randolph hearst ,3
574,excruciating 86 minutes s summer involve dentist drill ,1
575,skillful  mr shyamalan une pretensions ,2
576,fans sobadthey re   cinema fun jumbled mess ,2
577,started wonder  unpaid intern typed  chris rock    anthony hopkins   terrorists  univac script machine ,0
578,works universal themes  earnest performances  excellent use music india s popular gulzar jagj singh ,4
579,perceptive  natured  ,3
580,nt stand cheer flick  s s ponder affair ,3
581,pleasures walter s documentary  parade veteran painters  confounded dealers  miscellaneous bohos expound subject s mysterious personaly explaining ,2
582,adrift  bentley hudson stare sniffle  respectively  ledger attempts  vain  prove star intensy overcome bad hair design ,1
583,real charm trifle deadpan comic face star  jean reno  resembles sly stallone hot sake halfsleep ,2
584,s element heartbreak ing  older wiser eyes  know happen greene s  ends ,3
585,real figures,1
586,means great   refreshingly forthright ,3
587,unlikable ,1
588,mugging ,2
589,hashiguchi uses suation evoke japan bustling atop undercurrent loneliness isolation ,3
590,s rollicking adventure mateys  regardless ages ,4
591,big thing s notsobig lrb notsohot rrb directorial debut ,2
592,re content clever pseudobio manages   doles pieces famous director s life  eisenstein delivers ,3
593,overly long worshipful biodoc ,1
594,visual spectacle stunning images effects ,4
595,medative lyrical babak payami s boldly quirky iranian drama secret ballot  charming evoking ltle dty manages gentle humane middle eastern world polics,3
596,s easy cynical documentaries underdogs beat odds human spir triumphs  westbrook s foundation dalrymple s  earn uplift ,2
597,difference truly enjoyed martha ne,3
598,ca nt remember  saw  wanted badly protagonist fail ,2
599,falsehoods pile  undermining  s realy stifling creator s comic voice ,1
600,early middle passages surprising engage touch ,4
601,limps squirminducing fishoutofwater formula goes goes  slowly ,1
602,funny fifteenminute short stretched lims featurelength  ,2
603,wrer director otar iosseliani s pleasant tale factory worker escapes holiday venice reveals need playful respe grind refresh souls ,4
604,mechanical actioncomedy purpose market charismatic jackie chan younger audiences ,0
605,chalk worst kind hubristic folly ,0
606,haynes  style apes s period  message rooted decade ,2
607,,2
608,compelling allegory days germany s democratic weimar republic ,3
609,director jay russell stomps hobnail boots natalie babbt s gentle  endearing 1975 children s novel ,1
610,indelible epic american  families  black whe  facing change inner outer lives ,2
611,s raw actionpacked experience ringside seat toughman contest ,4
612, lrb  rrb works  tongueincheek attude screenplay ,3
613,walk  girl mixed emotions  disapproval justine combined tinge understanding actions ,3
614, strains stay light  comic issue  despe difficulty dealing destruction property  potentially  life ,2
615,unfortunately  actors served hack script ,1
616,insultingly inept artificial examination grief impacts relationships survivors ,1
617,immersive powers giant screen hyperrealistic images perfect use breathtakingly beautiful outerspace documentary space station 3d ,4
618,tired  unnecessary retread  stale copy picture nt great begin ,0
619,inial excement settles warmed pastiche ,1
620,muccino  directed screenplay  canny crowd pleaser  kiss  provides senntal catharsis satisfying evening multiplex ,4
621,challenges  nervy oddy   modern art ,3
622,read lips viewed treasured extraordinary intelligence originaly lyrical variations game love ,4
623,hour half joyful solo performance ,4
624, parade predecessors  halloween gory slashfest ,3
625,better tepid star trek  insurrection  falls short contact villain nt pick lint borg queen alice krige s cape  finishes half parsec lrb nose rrb ahead generations ,2
626,explos lrb headbanger rrb stereotypes  fun  adding b heart unsettling subject matter ,3
627,s leaden dull ,0
628,rice clearly defines characters gives reason care ,1
629,subject matter close recent national events   works  superior cast characters ,3
630,deeply felt vividly detailed  newcomers strange new world ,3
631, s darker moments smoothed overwhelming need tender inspirational tidings  especially cloying moments ,2
632,opening strains average whe band s  pick pieces   feel love ,3
