SentenceId,Phrase,Sentiment
488,s point view  contemporary interpretation joan s prefeminist plight  re left thinking reason movie present standards allow plenty nudity ,1
489,strong directorial stamp frame stylish film able visualize schizophrenia confident step look sick character sane eye ,3
490,romantic  riveting handsomely animated ,4
491,overproduced piece dreck shockingly bad absolutely unnecessary ,0
492,saccharine disposable ,1
493,captures raw comic energy flamboyant female comics ,4
494,subtle  poignant picture goodness flawed  compromised sad ,2
495,exceptionally acted  quietly affecting cop drama ,4
496,summertime  restless young audience deserves dignity action hero motivated franchise possibilities ,1
497,perfectly pitched comedy tragedy  hope despair  schmidt instead comes far closer movies expressing way live  someplace consuming selfabsorption insistently demanding otherness ,4
498,nearly glows enthusiasm  sensuality conniving wit ,3
499,despite modest aspirations occasional charms dismissed ,3
500,exaggerated broad comes annoying charming ,1
501,strange  funny  twisted  brilliant macabre ,4
502,film throwntogether feel summercamp talent  hastily written  underrehearsed  arbitrarily plotted filled crude humor vulgar innuendo ,1
503,cast comes movie nt ,2
504,rocksolid gangster movie fair suspense  intriguing characters bizarre bank robberies  plus heavy dose fatherandson dynamics ,3
505,s degrading strangely liberating people working hard leading lives sexy intrigue  revealed dispassionate gantz brothers ordinary  pasty lumpen ,3
506,innocuous jeanclaude van damme look good ,2
507,essence magic makebelieve promise life soars material realm  opposite truly magical movie ,0
508,storytelling prowess special effects listless ,1
509,stopped thinking good  started reacting  feeling grand locations  thinking urgently protagonists struggled  feeling mercy inventiveness  gasping visual delights ,4
510,newcomer helmer kevin donovan hamstrung badly handled screenplay amusing concept  hightech tux transforms wearer superman ,2
511,hour photo disappointing generalities  s little nuances escape director mark romanek s selfconscious scrutiny happen  finally skin ,1
512,confrontational stance  todd solondz takes aim political correctness suburban families ,2
513,processed comedy chop suey ,1
514,eventually arrives heart  simple selfreflection meditation ,3
515,proves lovely trifle  unfortunately  little love cuteness ,1
516,purely enjoyable notice s fairly straightforward remake hollywood comedies father bride ,3
517,intelligent  multilayered profoundly humanist lrb mention gently political rrb meditation values knowledge  education  affects cultural geographical displacement ,4
518,m sure worse  poor acting ensemble cast  flat dialogue vincent r nebrida gutless direction laurice guillen ,0
519,sexy  peculiar entertaining costume drama set renaissance spain  fact s based true events makes compelling ,4
520,santa clause 2 proves streamlined thought encounter original hoped ,3
521,goldmember visual wit previous pictures  looks jay roach directed film taxicab ,0
522,s sweet  laughaminute crowd pleaser lifts spirits corners mouth ,3
523,highly recommended engrossing story horrifying historical event elements contributed ,3
524,goes point nausea ,1
525,lrb raimi s rrb matured bit spiderman  s plain white toast comic book films ll ,2
526,s convincing arnie musclefest  little resonance real world events ultimately comes insultingly simplistic ,1
527,unbelievably stupid film  occasionally fun forget absurdity ,1
528,icy stunts  actors spout hilarious dialogue following dream  letting mountain tell  ,3
529,modestly surprising movie ,3
530, powerful sequel best films year ,4
531,combines improbable melodrama lrb gored bullfighters  comatose ballerinas rrb subtly kinky bedside vigils sensational denouements  end  undeniably touched ,3
532,mr chabrol s subtlest works  uncanny ,3
533,strictly lightweight escapist film ,2
534,s actually  crime movie equivalent chick flick ,2
535,title jeopardy question  answer  steven seagal come days  ,1
536,unambitious writing emerges movie  plot come animatedmovie screenwriting textbook ,1
537,complaining film clocks 90 minutes days  plotting leaves lot desired ,1
538,freedom watching stunts crude  fastpaced insane ,3
539, movie sucks  ,0
540,dignified ceo s meet rustic retreat pee tree ,1
541,sugarcoated rocky valuable messages forgotten 10 minutes trombone honks ,1
542,movie amateurishly square ironic implications ,1
543,sets romantic comedy apart hollywood romantic comedies lowkey way tackling like donetodeath material ,3
544,film s constant mood melancholy unhurried narrative masterfully controlled ,4
545,barry sonnenfeld owes frank pug big time,2
546,gets impression creators nt ask nt tell laughed hell lot jokes ,2
547,schrader aims present unflinching look man s downfall  brought lack selfawareness ,1
548,long tedious like classroom play college history course ,0
549,blue crush follows formula  throws conflicts story compelling ,1
550,small gem movie defies classification thoughtprovoking funny  scary sad ,3
551,middle  film compels  demme experiments harvests movie moment gems  field roughage dominates ,2
552,story betterfocused incomprehensible anne rice novel s based  queen damned pointless  meandering celebration gothvampire  tortured woeisme lifestyle ,0
553,color sense stuart little 2 immediate obvious pleasure  count little movie nt beautifully shaped delicately calibrated tone ,3
554,parts,2
555,visual fertility treasure planet rivals japanese animations recent vintage ,3
556,toothless dog  cable  loses bite big screen ,1
557,chan s action sequences boring ,1
558,comes tolerate leon barlow ,1
559,wild thornberrys movie sibling rivalry general family chaos relate ,3
560,peralta captures  luminous interviews amazingly evocative film decades ago  essence dogtown experience ,4
561,movie dragged  thought heard mysterious voice  felt powerfully drawn light  light exit sign ,0
562,certainly appeal asian cult cinema fans asiaphiles interested fuss ,3
563,green ruins single scene s  film  s completely wreaked  seriously compromised ,1
564,evokes frustration  awkwardness euphoria growing  relying usual tropes ,1
565,standing shadows motown best kind documentary  makes depleted yesterday feel like brandnew tomorrow ,4
566,ambitious project fairly inexperienced filmmaker  good actors  good poetry good music help sustain ,3
567,thriller style  structure rhythms integrated story  separate ,3
568,s pleasure watch ,3
569,question ask bad company anthony hopkins ,1
570,nair writer laura cahill dare build movie flawed unexceptional women  emerging fine character study s short plot rich tiny revelations real life ,2
571,goofy  nutty  consistently funny ,4
572,audiard successfully maintains suspense different levels film gripping compelling ,4
573,welles groupiescholar peter bogdanovich took long time  s finally provided broadside publishing giant william randolph hearst ,3
574,excruciating 86 minutes sit summer involve dentist drill ,1
575,skillful  mr shyamalan undone pretensions ,2
576,fans sobadthey re  good cinema fun jumbled mess ,2
577,started wonder  unpaid intern typed  chris rock    anthony hopkins   terrorists  univaclike script machine ,0
578,works universal themes  earnest performances  excellent use music india s popular gulzar jagjit singh ,4
579,perceptive  goodnatured movie ,3
580,nt stand cheer flick  s sit ponder affair ,3
581,pleasures walter s documentary  parade veteran painters  confounded dealers  miscellaneous bohos expound subject s mysterious personality explaining ,2
582,adrift  bentley hudson stare sniffle  respectively  ledger attempts  vain  prove moviestar intensity overcome bad hair design ,1
583,real charm trifle deadpan comic face star  jean reno  resembles sly stallone hot sake halfsleep ,2
584,s element heartbreak watching  older wiser eyes  know happen greene s story ends ,3
585,real figures,1
586,means great movie  refreshingly forthright ,3
587,unlikable ,1
588,mugging ,2
589,hashiguchi uses situation evoke japan bustling atop undercurrent loneliness isolation ,3
590,s rollicking adventure mateys  regardless ages ,4
591,big thing s notsobig lrb notsohot rrb directorial debut ,2
592,re content clever pseudobio manages good time doles pieces famous director s life  eisenstein delivers ,3
593,overly long worshipful biodoc ,1
594,visual spectacle stunning images effects ,4
595,meditative lyrical babak payami s boldly quirky iranian drama secret ballot  charming evoking little ditty manages gentle humane middle eastern world politics,3
596,s easy cynical documentaries underdogs beat odds human spirit triumphs  westbrook s foundation dalrymple s film earn uplift ,2
597,difference truly enjoyed martha ne,3
598,ca nt remember time saw movie wanted badly protagonist fail ,2
599,falsehoods pile  undermining movie s reality stifling creator s comic voice ,1
600,early middle passages surprising engage touch ,4
601,limps squirminducing fishoutofwater formula goes goes  slowly ,1
602,funny fifteenminute short stretched limits featurelength film ,2
603,writer director otar iosseliani s pleasant tale factory worker escapes holiday venice reveals need playful respite grind refresh souls ,4
